prospect_id,industry,region,company_size,annual_revenue,employees,years_in_business,existing_relationship,website_visits,email_opens,email_clicks,sales_contacts,previous_applications,campaign,channel,days_since_last_interaction,engagement_score,converted,expected_revenue,acquisition_cost,expected_net_value,duplicate_application_flag,velocity_flag,gaming_risk_score,high_value_target,created_at,engagement_rate,sales_intensity,revenue_per_employee,is_recent_interaction,is_high_engagement,conversion_probability,customer_segment,ml_anomaly_flag,anomaly_score,expected_value_from_conversion,expected_business_value,risk_adjusted_value,target_priority_score,recommended_action,value_score,propensity_score,engagement_value_score,risk_penalty,marketing_priority_score,priority_band
100015,Professional Services,East,Medium,1361111.0,572,16,1,4,4,3,4,0,Business_Premium,Web,31,28.5,1,38455.52,1100,37355.52,0,0,0,0,2026-01-25,0.75,0.8,2379.564685314685,0,1,0.7460535928202214,4,0,0.4789450167673896,28689.87885976988,27589.87885976988,27589.87885976988,0.8022101167690996,PRIORITIZE_HIGH_VALUE_OUTREACH,80.58,74.60535928202215,92.228,0.0,80.22101167690997,VERY_HIGH
100016,Retail,West,Large,941355.0,851,15,0,3,1,1,2,0,Startup_Accelerator,Paid Search,2,10.1,0,0.0,2800,-2800.0,0,0,0,0,2026-06-14,1.0,0.5,1106.17508813161,1,0,0.3209319310696218,3,0,0.5418091458540879,0.0,-2800.0,-2800.0,0.2160293689813298,LOW_PRIORITY,18.628,32.09319310696218,3.206,0.0,21.602936898132985,LOW
100017,Education,South,Small,3378582.0,1222,26,1,6,1,0,1,0,SME_Growth,Paid Search,19,13.0,0,0.0,2800,-2800.0,0,0,0,0,2026-03-01,0.0,0.1428571428571428,2764.79705400982,1,0,0.4557505718748569,3,0,0.4711244928020955,0.0,-2800.0,-2800.0,0.2917137573436856,NURTURE_AND_RETARGET,18.628,45.57505718748569,10.714,0.0,29.171375734368564,MEDIUM
100018,Logistics,West,Small,6483955.0,271,11,1,10,7,1,2,0,Cashback_Business,Partner,16,27.9,0,0.0,2200,-2200.0,0,0,0,0,2026-07-06,0.1428571428571428,0.1818181818181818,23926.0332103321,1,1,0.7499158535031972,4,0,0.4721832678829157,0.0,-2200.0,-2200.0,0.6212271340764388,TARGET_WITH_PERSONALIZED_OFFER,29.206,74.99158535031972,90.77199999999999,0.0,62.12271340764387,HIGH
100019,Retail,North,Micro,1836356.0,84,3,0,6,1,0,0,0,Enterprise_Expansion,Web,60,6.000000000000001,0,0.0,1100,-1100.0,0,0,0,0,2026-07-22,0.0,0.0,21861.38095238096,0,0,0.1130515801400353,3,0,0.5362536442864719,0.0,-1100.0,-1100.0,0.2367112110630159,LOW_PRIORITY,52.94799999999999,11.30515801400353,0.26,0.0,23.671121106301584,LOW
100020,Professional Services,North,Medium,813719.0,820,2,0,7,5,2,2,0,Business_Premium,Sales Outreach,49,20.6,0,0.0,4200,-4200.0,0,0,0,0,2026-06-21,0.4,0.25,992.340243902439,0,0,0.3408380600457145,2,0,0.3985141632261121,0.0,-4200.0,-4200.0,0.2871361270205715,NURTURE_AND_RETARGET,6.474,34.08380600457145,55.55,0.0,28.71361270205715,MEDIUM
100021,Technology,South,Small,3452086.0,366,19,0,4,2,3,1,0,Cashback_Business,Sales Outreach,29,15.1,0,0.0,4200,-4200.0,0,0,0,0,2026-07-07,1.5,0.2,9431.928961748634,1,0,0.4034668120553966,3,0,0.4592629800738801,0.0,-4200.0,-4200.0,0.2443390654249285,LOW_PRIORITY,6.474,40.34668120553966,20.06,0.0,24.433906542492846,LOW
100022,Financial Services,West,Micro,3377233.0,249,32,0,10,6,1,0,1,SME_Growth,Social,77,17.7,0,0.0,1500,-1500.0,0,0,0,0,2026-01-23,0.1666666666666666,0.0,13563.184738955822,0,0,0.468191379622799,1,0,0.4677225402873791,0.0,-1500.0,-1500.0,0.4131681208302595,NURTURE_AND_RETARGET,37.612,46.819137962279896,35.42,0.0,41.31681208302596,MEDIUM
100023,Logistics,West,Medium,2124998.0,566,23,0,6,2,1,2,0,Enterprise_Expansion,Social,12,13.7,0,0.0,1500,-1500.0,0,0,0,0,2026-02-27,0.5,0.2857142857142857,3754.4134275618376,1,0,0.4706853993466904,3,0,0.4294396772753995,0.0,-1500.0,-1500.0,0.3702544297060107,NURTURE_AND_RETARGET,37.612,47.06853993466904,13.402,0.0,37.02544297060107,MEDIUM
100024,Construction,East,Small,1596623.0,97,24,0,6,7,4,3,2,Startup_Accelerator,Social,101,29.200000000000003,0,0.0,1500,-1500.0,0,0,10,0,2026-06-29,0.5714285714285714,0.4285714285714285,16460.03092783505,0,1,0.5172910739313961,2,1,0.5813234251300509,0.0,-1500.0,-1750.0,0.5518869832691282,TARGET_WITH_PERSONALIZED_OFFER,37.612,51.72910739313961,93.732,5.0,50.18869832691282,HIGH
100025,Technology,South,Micro,12584596.0,90,13,0,9,1,1,3,0,Business_Premium,Paid Search,51,16.9,0,0.0,2800,-2800.0,0,0,0,0,2026-06-30,1.0,0.3,139828.84444444443,0,0,0.4758580444116657,3,0,0.4392037135490109,0.0,-2800.0,-2800.0,0.3398541199852495,NURTURE_AND_RETARGET,18.628,47.585804441166566,30.259999999999998,0.0,33.98541199852495,MEDIUM
100026,Financial Services,West,Micro,1935332.0,994,1,0,9,6,1,1,0,SME_Growth,Paid Search,118,18.9,0,0.0,2800,-2800.0,0,0,0,0,2026-06-29,0.1666666666666666,0.1,1947.0140845070423,0,0,0.1905828633528532,3,0,0.4543499496038307,0.0,-2800.0,-2800.0,0.2382602885087839,LOW_PRIORITY,18.628,19.05828633528532,43.65,0.0,23.826028850878394,LOW
100027,Healthcare,North,Medium,828338.0,578,5,0,5,7,0,2,0,SME_Growth,Web,95,16.4,0,0.0,1100,-1100.0,0,0,0,0,2026-01-13,0.0,0.3333333333333333,1433.1107266435986,0,0,0.1499151182932218,3,0,0.4670053155928917,0.0,-1100.0,-1100.0,0.3072798032319498,NURTURE_AND_RETARGET,52.94799999999999,14.99151182932218,27.250000000000004,0.0,30.727980323194977,MEDIUM
100028,Hospitality,West,Micro,3204361.0,823,13,0,5,3,1,5,0,Travel_Corporate,Partner,76,20.1,0,0.0,2200,-2200.0,0,0,0,0,2026-06-20,0.3333333333333333,0.8333333333333334,3893.512758201701,0,0,0.3939391683435785,4,0,0.4586131162789979,0.0,-2200.0,-2200.0,0.3836136257546103,NURTURE_AND_RETARGET,29.206,39.39391683435785,52.059999999999995,0.0,38.36136257546103,MEDIUM
100029,Manufacturing,West,Medium,5930363.0,680,8,1,10,3,2,5,0,Cashback_Business,Partner,98,31.6,1,134355.91,2200,132155.91,0,0,0,0,2026-07-10,0.6666666666666666,0.4545454545454545,8721.12205882353,0,1,0.7174604384445755,4,0,0.5258453709326223,96395.05009621991,94195.05009621991,94195.05009621991,0.839397197300059,PRIORITIZE_HIGH_VALUE_OUTREACH,92.16,71.74604384445755,96.99,0.0,83.93971973000589,VERY_HIGH
100030,Construction,North,Small,5548428.0,348,30,0,15,6,4,3,1,Business_Premium,Web,113,35.2,1,101743.09,1100,100643.09,0,0,0,1,2026-01-15,0.6666666666666666,0.1875,15943.758620689656,0,1,0.8401628724481472,2,1,0.6120310479524306,85480.76674615036,84380.76674615036,84380.76674615036,0.8958272926016663,PRIORITIZE_HIGH_VALUE_OUTREACH,91.244,84.01628724481472,99.2,0.0,89.58272926016663,VERY_HIGH
100031,Healthcare,North,Micro,707055.0,331,28,0,10,3,1,2,1,SME_Growth,Email,89,18.1,0,0.0,900,-900.0,0,0,0,0,2026-03-14,0.3333333333333333,0.1818181818181818,2136.1178247734138,0,0,0.4455478265317273,1,0,0.4229769381707152,0.0,-900.0,-900.0,0.5007635219392772,TARGET_WITH_PERSONALIZED_OFFER,63.986,44.55478265317273,38.157999999999994,0.0,50.076352193927725,HIGH
100032,Professional Services,West,Medium,11829816.0,1379,29,1,6,5,3,1,2,Enterprise_Expansion,Email,6,25.3,0,0.0,900,-900.0,0,0,10,0,2026-07-04,0.6,0.1428571428571428,8578.54677302393,1,1,0.7782322589609978,2,0,0.5246958826791112,0.0,-900.0,-1150.0,0.737987516532449,TARGET_WITH_PERSONALIZED_OFFER,63.986,77.82322589609979,81.916,5.0,68.7987516532449,HIGH
100033,Healthcare,North,Small,4319596.0,976,20,0,12,5,2,1,0,Travel_Corporate,Paid Search,88,22.6,0,0.0,2800,-2800.0,0,0,0,0,2026-06-28,0.4,0.0769230769230769,4425.815573770492,0,0,0.5030894456114112,2,0,0.4528126126131286,0.0,-2800.0,-2800.0,0.4286122505251351,NURTURE_AND_RETARGET,18.628,50.308944561141125,68.512,0.0,42.861225052513504,MEDIUM
100034,Hospitality,East,Small,6194089.0,610,5,0,6,5,0,2,0,Startup_Accelerator,Web,11,14.8,1,207419.17,1100,206319.17,0,0,0,0,2026-02-01,0.0,0.2857142857142857,10154.244262295082,1,0,0.3036873102325583,3,0,0.4412026776743713,62990.56982796976,61890.56982796976,61890.56982796976,0.4829832896046512,NURTURE_AND_RETARGET,88.464,30.36873102325583,18.35,0.0,48.29832896046513,MEDIUM
100035,Professional Services,East,Small,49616554.0,1433,7,1,11,5,3,3,0,SME_Growth,Referral,118,33.3,1,1163856.26,1300,1162556.26,0,0,0,1,2026-06-01,0.6,0.25,34624.25261688765,0,1,0.7928292421784731,0,0,0.5350911574027208,922739.276620472,921439.276620472,921439.276620472,0.9027331589803128,PRIORITIZE_HIGH_VALUE_OUTREACH,99.80799999999999,79.28292421784731,98.316,0.0,90.27331589803129,VERY_HIGH
100036,Construction,East,Micro,7475653.0,180,30,0,9,3,5,4,0,Cashback_Business,Email,37,31.3,1,101679.9,900,100779.9,0,0,0,1,2026-04-06,1.6666666666666667,0.4,41531.40555555555,0,1,0.9092406117993084,2,0,0.5419052284740667,92451.4944836925,91551.4944836925,91551.4944836925,0.9241762753096888,PRIORITIZE_HIGH_VALUE_OUTREACH,91.94,90.92406117993083,96.614,0.0,92.41762753096887,VERY_HIGH
100037,Hospitality,North,Medium,6201668.0,1112,7,0,2,4,1,5,1,Business_Premium,Social,85,18.9,0,0.0,1500,-1500.0,0,0,0,0,2026-07-19,0.25,1.6666666666666667,5577.039568345324,0,0,0.2308950149919723,4,0,0.5291040180394719,0.0,-1500.0,-1500.0,0.3228447567463875,NURTURE_AND_RETARGET,37.612,23.08950149919723,43.65,0.0,32.284475674638756,MEDIUM
100038,Retail,North,Small,2792227.0,639,11,0,11,3,2,4,1,Cashback_Business,Social,105,25.4,0,0.0,1500,-1500.0,0,0,0,0,2026-02-08,0.6666666666666666,0.3333333333333333,4369.682316118936,0,1,0.4445835889594693,4,0,0.4913737564917553,0.0,-1500.0,-1500.0,0.4962606150317612,NURTURE_AND_RETARGET,37.612,44.45835889594693,82.27799999999999,0.0,49.62606150317612,MEDIUM
100039,Manufacturing,North,Medium,3481713.0,258,11,0,5,3,1,4,1,Travel_Corporate,Paid Search,58,18.1,0,0.0,2800,-2800.0,0,0,0,0,2026-06-01,0.3333333333333333,0.6666666666666666,13495.011627906975,0,0,0.3326511802346575,1,0,0.4382203484981792,0.0,-2800.0,-2800.0,0.2912070311055958,NURTURE_AND_RETARGET,18.628,33.26511802346575,38.157999999999994,0.0,29.12070311055959,MEDIUM
100040,Construction,South,Medium,1049785.0,1487,20,1,5,6,1,3,1,Startup_Accelerator,Web,46,24.7,1,34003.09,1100,32903.09,0,0,0,0,2026-08-28,0.1666666666666666,0.5,705.9751176866173,0,1,0.553694209774731,4,0,0.4444918847639585,18827.314047449057,17727.314047449057,17727.314047449057,0.6775303943986289,TARGET_WITH_PERSONALIZED_OFFER,77.13600000000001,55.369420977473105,79.196,0.0,67.7530394398629,HIGH
100041,Retail,North,Medium,3808904.0,733,33,1,10,0,2,2,2,Business_Premium,Email,116,22.0,1,87752.91,900,86852.91,0,0,10,0,2026-08-15,2.0,0.1818181818181818,5196.321964529331,0,0,0.5596621425524856,1,0,0.548720450088642,49111.98162581544,48211.98162581544,47961.98162581544,0.6822319641486185,TARGET_WITH_PERSONALIZED_OFFER,85.896,55.96621425524856,64.874,5.0,63.223196414861846,HIGH
100042,Financial Services,East,Medium,17793799.0,231,15,1,2,5,0,1,0,Cashback_Business,Sales Outreach,45,14.6,1,274262.34,4200,270062.34,0,0,0,0,2026-04-21,0.0,0.3333333333333333,77029.4329004329,0,0,0.3299534664956863,3,0,0.4758651389474751,90493.80981221852,86293.80981221853,86293.80981221853,0.5037830599230588,TARGET_WITH_PERSONALIZED_OFFER,91.432,32.99534664956863,17.646,0.0,50.37830599230588,HIGH
100043,Construction,East,Medium,5361025.0,1262,4,0,9,6,1,1,0,Startup_Accelerator,Email,38,18.9,0,0.0,900,-900.0,0,0,0,0,2026-04-30,0.1666666666666666,0.1,4248.03882725832,0,0,0.3776572429500931,3,0,0.4114236334206004,0.0,-900.0,-900.0,0.4811967593275418,NURTURE_AND_RETARGET,63.986,37.76572429500931,43.65,0.0,48.11967593275419,MEDIUM
100044,Financial Services,East,Small,32552270.0,1292,10,0,4,6,2,1,1,Business_Premium,Web,1,17.4,1,1073374.74,1100,1072274.74,0,0,0,0,2026-06-24,0.3333333333333333,0.2,25195.255417956658,1,0,0.4942337593283323,0,0,0.4759610944694695,530498.0329182713,529398.0329182713,529398.0329182713,0.6378851916977495,TARGET_WITH_PERSONALIZED_OFFER,99.432,49.42337593283323,33.733999999999995,0.0,63.78851916977496,HIGH
100045,Professional Services,South,Small,5944756.0,842,3,1,3,2,3,1,0,Enterprise_Expansion,Partner,41,19.3,0,0.0,2200,-2200.0,0,0,0,0,2026-01-08,1.5,0.25,7060.280285035629,0,0,0.4088652457748915,3,0,0.4530624648731578,0.0,-2200.0,-2200.0,0.3791623605987012,NURTURE_AND_RETARGET,29.206,40.88652457748915,46.476,0.0,37.916236059870116,MEDIUM
100046,Retail,West,Micro,4631353.0,1096,24,0,7,4,2,0,1,Business_Premium,Email,118,15.4,0,0.0,900,-900.0,0,0,0,0,2026-03-26,0.5,0.0,4225.68704379562,0,0,0.2390830068314347,1,0,0.4848172450659925,0.0,-900.0,-900.0,0.3751183530741456,NURTURE_AND_RETARGET,63.986,23.908300683143473,21.790000000000003,0.0,37.51183530741456,MEDIUM
100047,Manufacturing,East,Medium,3048759.0,840,2,1,9,5,1,1,2,SME_Growth,Sales Outreach,66,22.7,0,0.0,4200,-4200.0,0,0,10,0,2026-03-06,0.2,0.1,3629.475,0,0,0.3413975815104227,1,0,0.4756044313711443,0.0,-4200.0,-4450.0,0.3145399116796903,NURTURE_AND_RETARGET,6.474,34.13975815104227,69.126,5.0,26.453991167969026,MEDIUM
100048,Hospitality,South,Medium,25129402.0,889,23,1,4,8,1,2,0,Travel_Corporate,Social,17,24.3,1,491988.75,1500,490488.75,0,0,0,0,2026-07-13,0.125,0.4,28267.04386951631,1,1,0.7136986163971698,0,0,0.4810700660843649,351131.6901579731,349631.6901579731,349631.6901579731,0.8216283773787264,PRIORITIZE_HIGH_VALUE_OUTREACH,98.76,71.36986163971699,77.402,0.0,82.16283773787265,VERY_HIGH
100049,Education,West,Micro,2199433.0,92,19,0,10,1,2,2,0,Business_Premium,Referral,119,18.2,1,43346.27,1300,42046.27,0,0,0,0,2026-04-24,2.0,0.1818181818181818,23906.880434782608,0,0,0.3636236381593101,3,0,0.4851794180018911,15761.728398035755,14461.728398035755,14461.728398035755,0.5068746371716896,TARGET_WITH_PERSONALIZED_OFFER,75.824,36.36236381593101,38.93,0.0,50.68746371716895,HIGH
100050,Healthcare,South,Medium,1691686.0,902,8,1,4,1,1,0,0,Cashback_Business,Social,78,11.9,0,0.0,1500,-1500.0,0,0,0,0,2026-03-10,1.0,0.0,1875.4833702882484,0,0,0.1658317251247368,3,0,0.4861204377510414,0.0,-1500.0,-1500.0,0.2200142763061315,LOW_PRIORITY,37.612,16.58317251247368,6.874,0.0,22.001427630613158,LOW
100051,Technology,South,Small,1449257.0,1212,26,1,3,4,1,0,1,SME_Growth,Paid Search,34,14.7,0,0.0,2800,-2800.0,0,0,0,0,2026-04-17,0.25,0.0,1195.756600660066,0,0,0.33835946578456,1,0,0.4734997120231101,0.0,-2800.0,-2800.0,0.253407759603052,NURTURE_AND_RETARGET,18.628,33.835946578456,17.974,0.0,25.3407759603052,MEDIUM
100052,Manufacturing,West,Small,33605473.0,525,18,0,6,8,1,2,1,Enterprise_Expansion,Sales Outreach,117,20.9,0,0.0,4200,-4200.0,0,0,0,0,2026-01-11,0.125,0.2857142857142857,64010.42476190476,0,0,0.3464963704278852,1,0,0.5025440032341563,0.0,-4200.0,-4200.0,0.2936983666925483,NURTURE_AND_RETARGET,6.474,34.64963704278852,57.558,0.0,29.369836669254834,MEDIUM
100053,Retail,North,Micro,4055938.0,92,9,0,7,4,2,2,0,Business_Premium,Partner,117,19.4,0,0.0,2200,-2200.0,0,0,0,0,2026-01-31,0.5,0.25,44086.282608695656,0,0,0.2779475754721801,3,0,0.4390858406341247,0.0,-2200.0,-2200.0,0.321917408962481,NURTURE_AND_RETARGET,29.206,27.79475754721801,47.31,0.0,32.191740896248106,MEDIUM
100054,Education,North,Small,3807142.0,1205,9,1,7,4,1,1,1,SME_Growth,Paid Search,85,19.9,0,0.0,2800,-2800.0,0,0,0,0,2026-07-04,0.25,0.125,3159.4539419087137,0,0,0.2776395804205385,1,0,0.407270631322881,0.0,-2800.0,-2800.0,0.2918678111892423,NURTURE_AND_RETARGET,18.628,27.76395804205385,50.866,0.0,29.186781118924234,MEDIUM
100055,Manufacturing,East,Medium,5889765.0,66,33,1,4,3,1,0,0,SME_Growth,Social,39,14.3,1,147100.79,1500,145600.79,0,0,0,0,2026-05-20,0.3333333333333333,0.0,89238.86363636363,0,0,0.5126387182196435,3,0,0.4423184167062052,75409.56043469695,73909.56043469695,73909.56043469695,0.5779934231988395,TARGET_WITH_PERSONALIZED_OFFER,90.05199999999999,51.263871821964344,16.062,0.0,57.799342319883955,HIGH
100056,Retail,West,Micro,2721609.0,905,11,0,7,3,2,2,0,SME_Growth,Web,73,18.2,0,0.0,1100,-1100.0,0,0,0,0,2026-02-14,0.6666666666666666,0.25,3007.30276243094,0,0,0.3704290844743507,3,0,0.3967742868616404,0.0,-1100.0,-1100.0,0.4298710880134578,NURTURE_AND_RETARGET,52.94799999999999,37.04290844743507,38.93,0.0,42.987108801345784,MEDIUM
100057,Logistics,East,Small,1630836.0,1079,24,1,6,6,3,1,1,Travel_Corporate,Sales Outreach,65,26.5,0,0.0,4200,-4200.0,0,0,0,0,2026-07-28,0.5,0.1428571428571428,1511.4328081556998,0,1,0.5712021412638575,2,0,0.4592996597022838,0.0,-4200.0,-4200.0,0.4530799635687359,NURTURE_AND_RETARGET,6.474,57.12021412638575,86.69,0.0,45.30799635687359,MEDIUM
100058,Logistics,South,Large,1554237.0,614,24,0,6,4,0,3,0,SME_Growth,Sales Outreach,95,15.6,0,0.0,4200,-4200.0,0,0,0,0,2026-03-29,0.0,0.4285714285714285,2531.330618892508,0,0,0.2866128891798956,3,0,0.4374946714633724,0.0,-4200.0,-4200.0,0.196766800130953,LOW_PRIORITY,6.474,28.66128891798956,22.566,0.0,19.676680013095304,LOW
100059,Financial Services,North,Medium,1502544.0,939,32,0,4,2,1,4,0,Enterprise_Expansion,Paid Search,81,16.1,0,0.0,2800,-2800.0,0,0,0,0,2026-03-03,0.5,0.8,1600.153354632588,0,0,0.4237581749191291,3,0,0.4557020971040307,0.0,-2800.0,-2800.0,0.3067731787136081,NURTURE_AND_RETARGET,18.628,42.37581749191291,25.441999999999997,0.0,30.67731787136081,MEDIUM
100060,Manufacturing,East,Small,472726.0,354,33,0,7,4,2,1,0,Business_Premium,Sales Outreach,15,17.4,0,0.0,4200,-4200.0,0,0,0,0,2026-08-22,0.5,0.125,1335.3841807909605,1,0,0.6221779001086842,3,0,0.4152499612132778,0.0,-4200.0,-4200.0,0.3701070550489079,NURTURE_AND_RETARGET,6.474,62.21779001086843,33.733999999999995,0.0,37.01070550489079,MEDIUM
100061,Logistics,East,Small,3712086.0,1349,17,0,4,8,2,0,1,SME_Growth,Sales Outreach,102,17.8,0,0.0,4200,-4200.0,0,0,0,0,2026-04-25,0.25,0.0,2751.731653076353,0,0,0.1618761816486179,1,0,0.5296493531038267,0.0,-4200.0,-4200.0,0.168127281741878,LOW_PRIORITY,6.474,16.18761816486179,36.312,0.0,16.812728174187804,LOW
100062,Retail,North,Micro,736404.0,1316,26,0,9,8,0,0,0,Enterprise_Expansion,Email,73,16.8,1,18165.07,900,17265.07,0,0,0,0,2026-07-11,0.0,0.0,559.5775075987842,0,0,0.3724230375061862,3,0,0.5035830453643673,6765.090545912498,5865.090545912498,5865.090545912498,0.4785143668777838,NURTURE_AND_RETARGET,71.92,37.242303750618625,29.602,0.0,47.85143668777838,MEDIUM
