prospect_id,industry,region,company_size,campaign,channel,annual_revenue,conversion_probability,expected_business_value,marketing_priority_score,priority_band,gaming_risk_score,ml_anomaly_flag,recommended_action
124343,Education,West,Medium,Business_Premium,Sales Outreach,24210419.0,0.9337811831478352,755841.5013744994,96.7365532416526,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
118834,Retail,North,Micro,Cashback_Business,Partner,36442432.0,0.9310875696862552,832635.8335173967,96.73454063588149,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
100126,Manufacturing,South,Small,SME_Growth,Email,18387825.0,0.9490106310058511,215050.98481588555,96.64107839526332,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
104241,Hospitality,South,Medium,Travel_Corporate,Sales Outreach,4022369.0,0.9649245491170176,125050.08982570046,96.4160047102658,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
115667,Logistics,North,Small,Business_Premium,Sales Outreach,45714226.0,0.933507080236851,792717.2110883212,96.35441861065829,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
122508,Technology,South,Micro,Enterprise_Expansion,Web,14728090.0,0.9420867504199602,252974.31503142035,96.2731037688982,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
101757,Manufacturing,South,Small,Enterprise_Expansion,Referral,26643185.0,0.9260480338498815,533853.6019461374,96.15356152324466,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
110186,Manufacturing,North,Large,Enterprise_Expansion,Web,4893178.0,0.9501934697819971,159662.94809437517,96.14970614018986,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
105083,Financial Services,South,Small,Enterprise_Expansion,Sales Outreach,14987289.0,0.9269294884820284,455883.4908529296,96.14342698169128,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
119699,Logistics,North,Small,Travel_Corporate,Paid Search,41463147.0,0.9198427909272068,940260.1288837446,96.0087255917243,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
112523,Retail,West,Small,Enterprise_Expansion,Referral,36208026.0,0.9323058112799756,534947.9451387483,95.86236150759888,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
114689,Manufacturing,East,Micro,Cashback_Business,Sales Outreach,5908134.0,0.9425743057204908,155462.7370519384,95.85644375742208,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
101696,Construction,East,Small,SME_Growth,Partner,4686494.0,0.9597510985466092,107957.10230259852,95.79859943459742,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
118105,Healthcare,South,Micro,SME_Growth,Web,27830880.0,0.9263437233010882,582277.270856943,95.79146754854897,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
101808,Hospitality,West,Small,SME_Growth,Paid Search,9719079.0,0.9180505627736916,308943.43027617584,95.76467532481612,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
113153,Hospitality,East,Small,SME_Growth,Web,16666507.0,0.934440417733402,269918.8473530013,95.7310187980031,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
100284,Logistics,East,Medium,Cashback_Business,Social,5481389.0,0.9516731326046348,124300.97667761988,95.70989096720857,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
111432,Financial Services,North,Small,Startup_Accelerator,Web,24180393.0,0.91308714749245,435747.9278708253,95.62232163716024,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
109303,Financial Services,West,Medium,Enterprise_Expansion,Paid Search,17271455.0,0.9135649088102028,486889.91203581006,95.57882089645912,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
110361,Manufacturing,North,Small,Startup_Accelerator,Sales Outreach,7791811.0,0.9411652386346924,169876.17197052884,95.55543573856116,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
113953,Professional Services,East,Micro,Enterprise_Expansion,Sales Outreach,24753436.0,0.922318051867658,357359.7072560224,95.5247123340446,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
121983,Technology,South,Micro,Cashback_Business,Sales Outreach,32411574.0,0.9097338361019416,997915.9880440314,95.45942262458738,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
102681,Technology,South,Medium,Travel_Corporate,Email,10183534.0,0.9268555476543682,187113.8064111232,95.37909964444655,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
102548,Retail,South,Small,SME_Growth,Web,6345502.0,0.9245996127556524,183733.1766154617,95.36398257400435,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
119589,Professional Services,West,Small,Cashback_Business,Paid Search,6377395.0,0.9604804346620348,91391.55004365392,95.36241955979158,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
114251,Logistics,South,Small,Travel_Corporate,Web,4556870.0,0.9398023356271206,140597.8607301004,95.3561051032204,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
101283,Education,West,Small,SME_Growth,Email,6795393.0,0.922665326977461,209183.7719764436,95.35573971398574,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
104344,Logistics,South,Medium,Travel_Corporate,Partner,6779246.0,0.9269863275803016,177182.83917477017,95.32838474111358,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
115837,Healthcare,West,Micro,Startup_Accelerator,Email,19143936.0,0.9106085307804928,268759.9885119325,95.26438388512216,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
118395,Manufacturing,West,Medium,Business_Premium,Sales Outreach,5438740.0,0.9327277174409696,139221.3065270607,95.21974728484363,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
103975,Technology,South,Medium,Startup_Accelerator,Referral,44690872.0,0.9064538954031796,1046007.0954339972,95.17762529314308,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
110574,Logistics,North,Small,Travel_Corporate,Email,8447294.0,0.9525360278949648,98314.06661163844,95.04012125527342,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
110660,Logistics,East,Medium,Business_Premium,Social,51234527.0,0.9110569302598724,1418781.5511731135,95.00496186169428,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
110549,Professional Services,South,Medium,SME_Growth,Email,14749896.0,0.9101300708496716,412211.251917816,94.99885318823524,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
108368,Construction,South,Micro,Cashback_Business,Sales Outreach,37661964.0,0.9024947664047784,638166.7865950243,94.94166448821504,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
117639,Manufacturing,North,Small,Business_Premium,Paid Search,4228801.0,0.9350273929837828,118334.38830761712,94.92323268427022,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
124209,Hospitality,West,Large,SME_Growth,Sales Outreach,31206013.0,0.9043809692620012,835122.9405352562,94.90894361679004,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
121280,Retail,East,Medium,Startup_Accelerator,Sales Outreach,27913096.0,0.8927127274654008,789054.1116682256,94.89327273594304,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
110529,Education,South,Medium,Enterprise_Expansion,Sales Outreach,15818361.0,0.8947960281927115,435093.81067717326,94.83742126867202,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
117839,Logistics,East,Micro,Cashback_Business,Sales Outreach,9399108.0,0.9102620175449424,192807.80819960803,94.7903907895224,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
100141,Hospitality,North,Medium,Travel_Corporate,Email,23235132.0,0.906327621921534,697943.3264202605,94.65934298646904,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
109268,Hospitality,South,Micro,Travel_Corporate,Partner,24936981.0,0.9040530994255752,298745.79736706155,94.60498947415088,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
121341,Manufacturing,South,Micro,Startup_Accelerator,Sales Outreach,13005393.0,0.9279636831725052,203433.034064452,94.60436574276274,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
102631,Professional Services,East,Large,Business_Premium,Web,4279432.0,0.9497170489408664,85518.62054485508,94.592467202339,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
100173,Technology,West,Medium,Startup_Accelerator,Partner,4313249.0,0.9247079941478517,122971.10950563652,94.51825973665332,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
111158,Technology,North,Small,Enterprise_Expansion,Partner,8748213.0,0.9298028438749912,147176.56467594972,94.4591279743746,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
106228,Hospitality,West,Micro,SME_Growth,Referral,60345999.0,0.908302492478506,1790360.455266573,94.43421216153276,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
108799,Healthcare,North,Large,Startup_Accelerator,Social,6924344.0,0.9207490492909758,155734.13297217313,94.34350721809392,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
105254,Education,West,Large,Business_Premium,Referral,4676518.0,0.932362470276077,104093.96460764196,94.33571116242346,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
111206,Logistics,North,Large,Startup_Accelerator,Partner,8404973.0,0.9017098063707084,174597.79989729967,94.28854128668188,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
120296,Logistics,East,Medium,Startup_Accelerator,Partner,16101011.0,0.8874535692487325,361796.5981590992,94.28461061619296,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
117550,Retail,South,Medium,Travel_Corporate,Paid Search,9403814.0,0.9205380049569492,136854.60900827762,94.24101022306272,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
119278,Logistics,West,Medium,SME_Growth,Web,11579333.0,0.8926808792221842,306560.3850774772,94.24023956499828,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
103602,Technology,North,Small,Business_Premium,Referral,21609745.0,0.903284181700406,290719.94292096107,94.23298817651826,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
107782,Logistics,North,Medium,Travel_Corporate,Email,7132510.0,0.9184328985576512,143330.85852308632,94.23188043509433,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
122661,Healthcare,East,Micro,Enterprise_Expansion,Paid Search,2880267.0,0.9638133246030784,60137.05828724725,94.20399960713854,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
119616,Retail,North,Micro,Travel_Corporate,Sales Outreach,3352922.0,0.9373370978173892,92580.50527145238,94.1763694017825,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
106737,Retail,North,Medium,Enterprise_Expansion,Web,24443257.0,0.8965159333600983,321196.21395548934,94.14421700120442,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
116719,Education,West,Large,SME_Growth,Email,31817092.0,0.8882205083791235,983950.0974255342,94.13632287706054,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
124980,Logistics,East,Large,SME_Growth,Email,5954472.0,0.9311979288801334,103128.59969723762,94.086506799606,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
102770,Manufacturing,East,Small,Startup_Accelerator,Paid Search,3164240.0,0.934932930709626,89043.3701814928,94.0767818819332,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
105787,Professional Services,East,Large,Enterprise_Expansion,Social,15703481.0,0.8999375347010834,280426.8152609389,94.06478906154877,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
113274,Financial Services,North,Medium,SME_Growth,Partner,6066900.0,0.9236763620084124,116672.31696310938,94.05583629037856,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
120038,Logistics,East,Micro,Business_Premium,Social,12632280.0,0.9171340872204364,301741.33382599644,94.01143392491964,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
102868,Manufacturing,South,Micro,SME_Growth,Web,19713827.0,0.8984911762947988,326109.9828379227,93.94270293326592,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
110705,Education,East,Micro,Travel_Corporate,Referral,8509215.0,0.909065496095764,210661.7018672162,93.86574732430938,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
117722,Manufacturing,South,Small,Business_Premium,Paid Search,3731246.0,0.9322997433777412,92997.8261669543,93.85608845199836,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
112309,Logistics,West,Medium,Travel_Corporate,Email,14381192.0,0.8852487527164568,430023.7691664616,93.85379387224054,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
120449,Retail,West,Small,SME_Growth,Referral,9995713.0,0.8982720386701976,183367.82567082485,93.7844417401589,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
104757,Hospitality,North,Small,Startup_Accelerator,Partner,5419971.0,0.9098681331241484,127336.64319881728,93.77186599058668,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
110383,Hospitality,South,Small,Travel_Corporate,Paid Search,4452341.0,0.9175751283908998,106254.08845754823,93.7638807775905,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
116698,Education,North,Small,Enterprise_Expansion,Email,8672504.0,0.8946752175019413,235448.4904812577,93.67638478758737,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
110107,Logistics,North,Large,Startup_Accelerator,Web,13227557.0,0.8939697124448581,267887.40498845733,93.65423706001862,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
113111,Construction,East,Large,Startup_Accelerator,Email,7584411.0,0.8954749891092733,182027.34422324583,93.64877450991727,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
117646,Manufacturing,West,Micro,Cashback_Business,Sales Outreach,4503754.0,0.9059052124560129,120679.11506853047,93.63553456052055,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
100806,Manufacturing,North,Large,Travel_Corporate,Sales Outreach,26973263.0,0.8732870452410785,372288.428241064,93.60551703584854,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
103723,Construction,South,Micro,Cashback_Business,Email,9358414.0,0.9109214519996668,112881.8048594568,93.582065339985,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
124552,Education,East,Medium,Cashback_Business,Social,100000000.0,0.8848228811750677,2397082.352341381,93.50082965287804,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
112724,Logistics,South,Medium,Startup_Accelerator,Partner,35214644.0,0.895025734406975,1037168.2977954844,93.43255804831388,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
105281,Logistics,North,Small,SME_Growth,Sales Outreach,36397317.0,0.877812775058753,779051.7544753503,93.40557487764389,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
121659,Technology,West,Micro,Startup_Accelerator,Sales Outreach,3366655.0,0.9275194097409108,77399.96700223582,93.400173438341,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
110117,Manufacturing,East,Medium,Enterprise_Expansion,Web,5795939.0,0.8915677350851472,166462.67555595603,93.38414807883164,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
123998,Logistics,South,Small,Business_Premium,Sales Outreach,7691125.0,0.8880991878277488,189611.315599342,93.3632634522487,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
113209,Construction,South,Medium,Travel_Corporate,Social,2880494.0,0.919937732664758,85238.52777547778,93.3531979699141,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
122194,Education,East,Small,Cashback_Business,Email,4193098.0,0.9340609804435211,78855.62812944264,93.33834411995846,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
118286,Retail,South,Medium,Startup_Accelerator,Partner,6302209.0,0.8828334785201105,168698.71054855772,93.29750653340496,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
111580,Healthcare,South,Small,Cashback_Business,Sales Outreach,10725556.0,0.8741240962563727,279294.0387898189,93.26278433153678,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
101000,Technology,South,Medium,Cashback_Business,Web,9528147.0,0.8852943695828697,174432.5644528072,93.25144663122911,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
104773,Education,North,Large,Cashback_Business,Paid Search,5603286.0,0.8978405209369783,119747.3301113133,93.24982344216404,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
113513,Financial Services,East,Medium,Travel_Corporate,Email,10141355.0,0.9103784947659248,137119.29726673017,93.22023226446662,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
101551,Financial Services,North,Micro,Enterprise_Expansion,Paid Search,5386072.0,0.9033522254969648,118280.04769509402,93.20845014736342,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
117006,Logistics,South,Micro,SME_Growth,Referral,4948528.0,0.9070580697344408,152230.35415242257,93.19021313804984,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
101920,Manufacturing,South,Medium,Cashback_Business,Social,4526285.0,0.9080335511284856,131393.1709785774,93.18450980078184,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
114509,Education,East,Large,SME_Growth,Paid Search,3446865.0,0.9146103087066298,102870.78247085266,93.17326389179834,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
109577,Retail,East,Medium,Business_Premium,Social,26940789.0,0.8657011375900682,490590.4716692883,93.14495119155303,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
122591,Education,West,Small,Startup_Accelerator,Web,3969964.0,0.9072355043059478,95911.39104677332,93.10119769376766,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
114978,Professional Services,North,Micro,Cashback_Business,Paid Search,84425449.0,0.93636485568103,2252172.956657761,93.09161850564637,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
100802,Logistics,East,Medium,SME_Growth,Email,8565531.0,0.8905619370113887,235912.8423903496,93.0764871655125,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
113437,Retail,South,Large,Cashback_Business,Email,7453358.0,0.9213736341448452,88372.39816779284,93.07141353651804,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
111363,Financial Services,North,Micro,Travel_Corporate,Email,5260972.0,0.9359912970802102,63805.12516671979,93.05920836860946,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
113282,Healthcare,South,Medium,SME_Growth,Email,3601825.0,0.9110105124916716,110368.54646945154,93.05607306212524,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
117092,Financial Services,West,Small,SME_Growth,Partner,5158013.0,0.9124177104773856,121272.8901736438,93.05579697148237,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
102651,Hospitality,West,Medium,Business_Premium,Email,5603842.0,0.9014614567215812,102283.6131215251,92.99336555247116,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
100317,Education,South,Micro,Business_Premium,Referral,4305232.0,0.9087772042832948,90241.90933585196,92.96377419274826,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
117854,Hospitality,North,Small,Cashback_Business,Web,3171930.0,0.9184905365010904,75170.16826429946,92.89187414254909,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
111205,Financial Services,North,Small,SME_Growth,Paid Search,4115194.0,0.9290738814726512,79920.11161839512,92.88072466626932,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
123099,Retail,South,Large,Enterprise_Expansion,Web,6834866.0,0.8791440824730681,204295.3726723512,92.86788371128806,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
109610,Retail,North,Small,Travel_Corporate,Sales Outreach,7591063.0,0.8688238270008464,202215.1474423845,92.8320722150381,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
121287,Logistics,East,Large,SME_Growth,Sales Outreach,4925946.0,0.8836239808893873,143060.39871631988,92.79247914002244,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
104278,Logistics,South,Large,Business_Premium,Sales Outreach,8334576.0,0.8804581230667435,159141.75455612535,92.77201553800344,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
117563,Logistics,North,Small,Travel_Corporate,Email,2220614.0,0.9402767597637312,59113.15478915255,92.7716541893679,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
101520,Hospitality,West,Medium,Startup_Accelerator,Sales Outreach,22548916.0,0.8900605369449722,504994.5011651096,92.74032416252376,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
113769,Education,South,Small,Cashback_Business,Web,20377978.0,0.8609394596699971,282587.7911518931,92.72807568514986,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
121652,Technology,North,Large,Business_Premium,Web,1169929.0,0.9762383935240708,33029.87021825369,92.7189277085832,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
124439,Manufacturing,East,Medium,SME_Growth,Partner,4845460.0,0.8800302512600201,142283.9210709284,92.70356130670088,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
115222,Retail,East,Small,Travel_Corporate,Web,11766404.0,0.8824032563537564,287795.9406715716,92.68634653591904,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
121390,Manufacturing,West,Small,Cashback_Business,Paid Search,41524362.0,0.8506282346500413,727503.213157384,92.64467055925186,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
108183,Hospitality,South,Medium,Travel_Corporate,Email,1697886.0,0.9638767264898468,38149.25829603248,92.62325269204312,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
112759,Professional Services,South,Micro,Cashback_Business,Web,4046711.0,0.9443531499487824,50084.39401673598,92.62149174769522,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
120414,Professional Services,North,Small,Travel_Corporate,Web,2725202.0,0.9162120326421628,74011.59383898345,92.61474146889732,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
116303,Manufacturing,East,Micro,Cashback_Business,Web,10245874.0,0.8614468997116929,230656.2396116893,92.58551048702618,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
110674,Healthcare,West,Medium,Enterprise_Expansion,Paid Search,4908395.0,0.9017184557846728,87111.84407892633,92.58273051031028,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
111669,Logistics,West,Small,Business_Premium,Paid Search,46148601.0,0.8702059281528697,1306555.3846034526,92.57406676687914,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
107953,Construction,East,Small,Travel_Corporate,Referral,2186736.0,0.9235006368807944,63470.160447940216,92.57272865963576,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
122117,Logistics,West,Micro,Startup_Accelerator,Web,3474945.0,0.9102225459842824,77396.6184275603,92.56241456929271,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
117223,Logistics,North,Medium,SME_Growth,Email,40554581.0,0.8766321955309634,935225.3303947018,92.49144879889334,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
101473,Financial Services,North,Micro,Startup_Accelerator,Web,3224182.0,0.9323453350231614,59606.83216021468,92.45654007604226,VERY_HIGH,0,1,PRIORITIZE_HIGH_VALUE_OUTREACH
101590,Professional Services,East,Large,Cashback_Business,Referral,6793909.0,0.8711701167124745,188026.1221742148,92.43225525206137,VERY_HIGH,0,0,PRIORITIZE_HIGH_VALUE_OUTREACH
